hs,countries,description
030494,66,"Fish meat, excluding fillets, whether or not minced: frozen, Alaska Pollock (Theragra chalcogramma)"
030495,95,"Fish meat, excluding fillets, whether or not minced: frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)"
030496,39,"Fish meat, excluding fillets, whether or not minced: frozen, dogfish and other sharks"
030497,37,"Fish meat, excluding fillets, whether or not minced: frozen, rays and skates (Rajidae)"
030499,184,"Fish meat, excluding fillets, whether or not minced: frozen, n.e.c. in item no. 0304.9"
030520,121,"Fish: livers, roes and milt of fish, dried, smoked, salted or in brine"
030531,78,"Fish fillets: dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030532,100,"Fish fillets: dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
030539,138,"Fish fillets: dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3"
030541,194,"Fish: smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal"
030542,121,"Fish: smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal"
030543,102,"Fish: smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal"
030544,72,"Fish: smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal"
030549,166,"Fish: smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal"
030551,112,"Fish: dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030552,56,"Fish: dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030553,107,"Fish: dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod"
030554,108,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish"
030559,155,"Fish: dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5"
030561,76,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)"
030562,78,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030563,102,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)"
030564,31,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030569,133,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6"
030571,39,"Fish: edible offal, shark fins"
030572,82,"Fish: edible offal, fish heads, tails and maws"
030579,104,"Fish: edible offal, other than shark fins, fish heads, tails and maws"
030611,139,"Crustaceans: frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030612,142,"Crustaceans: frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030614,171,"Crustaceans: frozen, crabs, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030615,106,"Crustaceans: frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030616,148,"Crustaceans: frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030617,211,"Crustaceans: frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030619,156,"Crustaceans: frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
030631,96,"Crustaceans: live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not"
030632,112,"Crustaceans: live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not"
030633,125,"Crustaceans: live, fresh or chilled, crabs, whether in shell or not"
030634,65,"Crustaceans: live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not"
030635,91,"Crustaceans: live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not"
030636,145,"Crustaceans: live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not"
030639,109,"Crustaceans: live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not"
030691,59,"Crustaceans: rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030692,65,"Crustaceans: lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030693,79,"Crustaceans: crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030694,41,"Crustaceans: Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030695,150,"Crustaceans: shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
030699,111,"Crustaceans: smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not"
030711,132,"Molluscs: oysters, whether in shell or not, live, fresh or chilled"
030712,124,"Molluscs: oysters, whether in shell or not, frozen"
030719,105,"Molluscs: oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process"
030721,108,"Molluscs: scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled"
030722,172,"Molluscs: scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen"
030729,129,"Molluscs: scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030731,128,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled"
030732,180,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen"
030739,128,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030742,131,"Molluscs: cuttle fish and squid, whether in shell or not, live, fresh or chilled"
030743,202,"Molluscs: cuttle fish and squid, whether in shell or not, frozen"
030749,156,"Molluscs: cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030751,101,"Molluscs: octopus (Octopus spp.), live, fresh or chilled"
030752,166,"Molluscs: octopus (Octopus spp.), frozen"
030759,114,"Molluscs: octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030760,123,"Molluscs: snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030771,92,"Molluscs: clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled"
030772,120,"Molluscs: clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen"
030779,87,"Molluscs: clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked"
030781,55,"Molluscs: abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled"
030782,22,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled"
030783,62,"Molluscs: abalone (Haliotis spp.), whether in shell or not, frozen"
030784,28,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, frozen"
030787,32,"Molluscs: abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030788,25,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030791,118,"Molluscs: n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled"
030792,120,"Molluscs: n.e.c. in heading 0307, whether in shell or not, frozen"
030799,137,"Molluscs: n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
030811,44,"Aquatic invertebrates: sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled"
030812,39,"Aquatic invertebrates: sea cucumbers (Stichopus japonicus, Holothuroidea), frozen"
030819,74,"Aquatic invertebrates: sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process"
030821,88,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled"
030822,62,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen"
030829,43,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process"
030830,59,"Aquatic invertebrates: jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking"
030890,119,"Aquatic invertebrates: other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking"
030910,77,"Flours, meals and pellets of fish, fit for human consumption"
030990,105,"Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption"
040110,215,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%"
040120,218,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%"
040140,189,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%"
040150,212,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%"
040210,214,"Dairy produce: milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)"
040221,212,"Dairy produce: milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
040229,199,"Dairy produce: milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
040291,204,"Dairy produce: milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
040299,218,"Dairy produce: milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
040320,214,"Dairy produce: yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa"
040390,215,"Dairy produce: buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)"
040410,187,"Dairy produce: whey, whether or not concentrated or containing added sugar or other sweetening matter"
040490,185,"Dairy produce: natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04"
040510,223,"Dairy produce: derived from milk, butter"
040520,182,Dairy produce: dairy spreads
040590,194,Dairy produce: fats and oils derived from milk (other than butter or dairy spreads)
040610,219,"Dairy produce: fresh cheese (including whey cheese), not fermented, and curd"
040620,214,"Dairy produce: cheese of all kinds, grated or powdered"
040630,218,"Dairy produce: cheese, processed (not grated or powdered)"
040640,201,"Dairy produce: cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)"
040690,222,"Dairy produce: cheese (not grated, powdered or processed), n.e.c. in heading no. 0406"
040711,187,"Birds' eggs, in shell: fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)"
040719,138,"Birds' eggs, in shell: fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)"
040721,184,"Birds' eggs, in shell: fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)"
040729,151,"Birds' eggs, in shell: fresh, not for incubation, other than fowls of the species Gallus domesticus (domestic hens)"
040790,164,"Birds' eggs, in shell: preserved or cooked"
